EN300-141346_i001_EN300-1071101_i001_20_8_1	gold_soln_amine_4_m10279_20.mol2	gold_soln_acide_1_m8527_8.mol2	0.666667	0.5
EN300-266730_i001_EN300-1165841_i001_6_18_1	gold_soln_amine_7_m10229_6.mol2	gold_soln_acide_1_m324_18.mol2	0.6	0.666667
EN300-110418_i004_EN300-1231025_i001_11_12_1	gold_soln_amine_7_m6400_11.mol2	gold_soln_acide_1_m268_12.mol2	0.625	1
EN300-110418_i004_EN300-1231025_i001_11_15_1	gold_soln_amine_7_m6400_11.mol2	gold_soln_acide_1_m268_15.mol2	0.625	1
EN300-110418_i004_EN300-1231025_i001_11_9_1	gold_soln_amine_7_m6400_11.mol2	gold_soln_acide_1_m268_9.mol2	0.625	1
