EN300-7455669_i001_EN300-156846_i001_15_4_27	gold_soln_aminophenols_m102_15.mol2	gold_soln_benzaldehydes_m873_4.mol2
EN300-7455669_i001_EN300-18990_i001_17_19_27	gold_soln_aminophenols_m102_17.mol2	gold_soln_benzaldehydes_m30_19.mol2
EN300-7455669_i001_EN300-76468_i001_17_9_27	gold_soln_aminophenols_m102_17.mol2	gold_soln_benzaldehydes_m415_9.mol2
EN300-7455669_i001_EN300-83792_i001_17_20_27	gold_soln_aminophenols_m102_17.mol2	gold_soln_benzaldehydes_m665_20.mol2
EN300-7455669_i001_EN300-195674_i001_17_1_27	gold_soln_aminophenols_m102_17.mol2	gold_soln_benzaldehydes_m988_1.mol2
EN300-7455669_i001_EN300-18990_i001_5_19_27	gold_soln_aminophenols_m102_5.mol2	gold_soln_benzaldehydes_m30_19.mol2
EN300-7455669_i001_EN300-156846_i001_8_4_27	gold_soln_aminophenols_m102_8.mol2	gold_soln_benzaldehydes_m873_4.mol2
EN300-7455669_i001_EN300-104126_i001_8_20_27	gold_soln_aminophenols_m102_8.mol2	gold_soln_benzaldehydes_m985_20.mol2
EN300-189362_i001_EN300-18990_i001_16_19_27	gold_soln_aminophenols_m119_16.mol2	gold_soln_benzaldehydes_m30_19.mol2
EN300-153159_i001_EN300-76468_i001_19_9_27	gold_soln_aminophenols_m120_19.mol2	gold_soln_benzaldehydes_m415_9.mol2
EN300-78391_i001_EN300-92356_i001_10_6_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m205_6.mol2
EN300-78391_i001_EN300-76468_i001_10_5_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m415_5.mol2
EN300-78391_i001_EN300-76468_i001_10_6_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m415_6.mol2
EN300-78391_i001_EN300-76468_i001_10_9_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m415_9.mol2
EN300-78391_i001_EN300-110529_i001_10_11_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m513_11.mol2
EN300-78391_i001_EN300-83792_i001_10_19_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m665_19.mol2
EN300-78391_i001_EN300-83792_i001_10_5_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m665_5.mol2
EN300-78391_i001_EN300-83792_i001_10_7_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m665_7.mol2
EN300-78391_i001_EN300-100613_i001_10_15_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m695_15.mol2
EN300-78391_i001_EN300-126376_i001_10_16_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m705_16.mol2
EN300-78391_i001_EN300-104126_i001_10_3_27	gold_soln_aminophenols_m13_10.mol2	gold_soln_benzaldehydes_m985_3.mol2
EN300-7549830_i001_EN300-76468_i001_11_15_27	gold_soln_aminophenols_m145_11.mol2	gold_soln_benzaldehydes_m415_15.mol2
EN300-7549830_i001_EN300-83792_i001_11_19_27	gold_soln_aminophenols_m145_11.mol2	gold_soln_benzaldehydes_m665_19.mol2
