EN300-7549830_i001_EN300-81521_i001_7_6_10	gold_soln_aminophenols_m145_7.mol2	gold_soln_Sulfonylchlorides_m276_6.mol2	0.833333	0.5
EN300-7549830_i001_EN300-23873_i001_7_12_10	gold_soln_aminophenols_m145_7.mol2	gold_soln_Sulfonylchlorides_m283_12.mol2	0.833333	0.5
EN300-7549830_i001_EN300-23873_i001_7_13_10	gold_soln_aminophenols_m145_7.mol2	gold_soln_Sulfonylchlorides_m283_13.mol2	0.833333	0.5
EN300-7549830_i001_EN300-125264_i004_7_13_10	gold_soln_aminophenols_m145_7.mol2	gold_soln_Sulfonylchlorides_m73_13.mol2	0.7	0.5
EN300-7549830_i001_EN300-125264_i004_7_6_10	gold_soln_aminophenols_m145_7.mol2	gold_soln_Sulfonylchlorides_m73_6.mol2	0.7	0.5
